text,Bored,Confident,Confused,Curious,Frustrated
I completed my Statistics assignment successfully while practicing coding yet i cannot finish my project using statistics while practicing coding.,0,1,0,0,1
I want to build innovative solutions using Docker during online classes.,0,0,0,1,0
I scored excellent marks in Kubernetes while practicing coding.,0,1,0,0,0
I cannot understand the examples of Computer Vision during online classes however i keep failing while practicing computer vision during online classes.,0,0,1,0,1
I cannot stay focused during Mathematics while completing homework while i feel completely lost while studying mathematics while completing homework.,1,0,1,0,0
I want to learn real-world applications of Software Engineering while studying late at night while i keep getting confused whenever i study software engineering while studying late at night.,0,0,1,1,0
I keep asking questions because MySQL confuses me during online classes.,0,0,1,0,0
I built a complete application using MySQL while preparing notes.,0,1,0,0,0
I want to know more about Android Development while debugging.,0,0,0,1,0
I cannot concentrate while learning Physics while reading textbooks even though i lose confidence every time i study physics while reading textbooks.,1,0,0,0,1
I lose interest in JavaScript while writing code however i don't know where i am making mistakes in javascript while writing code.,1,0,1,0,0
I always fail in Ethical Hacking while reading textbooks.,0,0,0,0,1
I cannot concentrate while learning Linear Algebra while attending lectures but i spent hours studying linear algebra but still failed while attending lectures.,1,0,0,0,1
I solved all the problems in Biology while debugging.,0,1,0,0,0
I feel sleepy while studying AWS while attending lectures.,1,0,0,0,0
I solved all the problems in JavaScript while building projects however i want to build projects using javascript while building projects.,0,1,0,1,0
I wish Machine Learning was more interesting while debugging.,1,0,0,0,0
I spent hours studying Physics but still failed while preparing for interviews.,0,0,0,0,1
I want to master MongoDB before exams.,0,0,0,1,0
I read the topic many times but still don't understand MySQL while preparing notes.,0,0,1,0,0
I can complete Digital Electronics tasks without help while practicing coding although i worked very hard but still don't understand digital electronics while practicing coding.,0,1,0,0,1
I built a complete application using Ethical Hacking while reading textbooks.,0,1,0,0,0
I don't know how to solve Deep Learning while solving assignments.,0,0,1,0,0
I read the topic many times but still don't understand Machine Learning while practicing coding and i am tired of debugging machine learning while practicing coding.,0,0,1,0,1
I love reading about Mathematics while building projects.,0,0,0,1,0
I practice Java every day before exams.,0,1,0,0,0
I don't know where I am making mistakes in Algorithms while building projects.,0,0,1,0,0
I feel mentally tired because of C++ while writing code.,0,0,0,0,1
I don't enjoy learning Flutter anymore while attending lectures.,1,0,0,0,0
I like discovering new topics in Algorithms while solving previous papers yet i don't feel excited about algorithms while solving previous papers.,1,0,0,1,0
I solved all coding challenges in Chemistry while solving assignments yet i hate working on chemistry while solving assignments.,0,1,0,0,1
I enjoy solving difficult problems in Git while reading textbooks.,0,0,0,1,0
I cannot understand the examples of Computer Vision while reading textbooks.,0,0,1,0,0
I can answer any question related to Ethical Hacking during lab sessions but i feel like giving up on ethical hacking during lab sessions.,0,1,0,0,1
I believe I have mastered DBMS while building projects because i enjoy exploring new ideas in dbms while building projects.,0,1,0,1,0
I cannot finish my project using GitHub while debugging.,0,0,0,0,1
I enjoy solving difficult problems in MySQL during online classes.,0,0,0,1,0
I am improving continuously in Computer Vision while debugging.,0,1,0,0,0
I am not interested in CSS anymore while preparing notes.,1,0,0,0,0
I cannot finish my project using Ethical Hacking while writing code.,0,0,0,0,1
I am tired of debugging C++ while reading textbooks.,0,0,0,0,1
I don't enjoy learning Algorithms anymore while solving assignments.,1,0,0,0,0
I scored excellent marks in Ethical Hacking while completing homework.,0,1,0,0,0
I don't enjoy learning MySQL anymore while studying late at night and i keep getting errors while learning mysql while studying late at night.,1,0,0,0,1
I don't know where I am making mistakes in Flutter while studying late at night.,0,0,1,0,0
I lose confidence every time I study Mathematics while reading textbooks.,0,0,0,0,1
I enjoy experimenting with Linear Algebra while writing code.,0,0,0,1,0
I am confused about Algorithms while solving previous papers.,0,0,1,0,0
I can solve difficult DBMS questions while solving assignments.,0,1,0,0,0
I built a complete application using Computer Vision while practicing coding.,0,1,0,0,0
I enjoy solving difficult problems in Artificial Intelligence while studying late at night.,0,0,0,1,0
I enjoy asking questions about Biology while completing homework while i keep forgetting the concepts of biology while completing homework.,0,0,1,1,0
I don't know which approach to use in DBMS while solving assignments and i like discovering new topics in dbms while solving assignments.,0,0,1,1,0
I want to build projects using AWS while completing homework.,0,0,0,1,0
I don't feel motivated to study C++ while studying late at night.,1,0,0,0,0
I keep getting confused whenever I study MySQL while preparing for interviews.,0,0,1,0,0
I don't know why Streamlit is so difficult while preparing for interviews while i scored excellent marks in streamlit while preparing for interviews.,0,1,0,0,1
I get confused every time I practice Discrete Mathematics while building projects even though i want to learn real-world applications of discrete mathematics while building projects.,0,0,1,1,0
I keep getting errors while learning Java during lab sessions.,0,0,0,0,1
I don't feel motivated to study Physics while preparing for interviews at the same time i cannot finish my project using physics while preparing for interviews.,1,0,0,0,1
I like discovering new topics in Android Development while attending lectures but i feel comfortable learning android development while attending lectures.,0,1,0,1,0
I don't feel motivated to study Computer Networks while solving assignments however i always fail in computer networks while solving assignments.,1,0,0,0,1
I understand JavaScript very well while building projects but i want to build innovative solutions using javascript while building projects.,0,1,0,1,0
I am improving continuously in Python while preparing for interviews even though i want to participate in competitions related to python while preparing for interviews.,0,1,0,1,0
I don't know how to solve GitHub while building projects.,0,0,1,0,0
I keep getting distracted during Blockchain while solving assignments.,1,0,0,0,0
I feel disappointed with my performance in Python while attending lectures.,0,0,0,0,1
I completed my project using Statistics successfully while completing homework.,0,1,0,0,0
I want to know more about HTML while writing code.,0,0,0,1,0
I want to build projects using React while writing code.,0,0,0,1,0
I always get confused between similar topics in Azure while building projects but i am tired of debugging azure while building projects.,0,0,1,0,1
I completed my project using Mathematics successfully while debugging even though i want to improve my knowledge in mathematics while debugging.,0,1,0,1,0
I want to master Mathematics while practicing coding and i enjoy helping others understand mathematics while practicing coding.,0,1,0,1,0
I feel bored while studying HTML while practicing coding.,1,0,0,0,0
I can complete NLP tasks without help while reading textbooks.,0,1,0,0,0
I can answer any question related to CSS while practicing coding.,0,1,0,0,0
I am tired of debugging MySQL while debugging.,0,0,0,0,1
I want to master Physics while preparing notes.,0,0,0,1,0
I can answer any question related to AWS while attending lectures.,0,1,0,0,0
I like discovering new topics in Data Science while preparing for interviews.,0,0,0,1,0
I want to improve my knowledge in Data Science while writing code.,0,0,0,1,0
I don't understand why my solution is wrong in Computer Vision while studying late at night.,0,0,1,0,0
I completed my project using Biology successfully before exams.,0,1,0,0,0
I enjoy solving difficult problems in AWS while debugging while i don't know how to start learning aws while debugging.,0,0,1,1,0
I find Data Science repetitive while preparing for interviews.,1,0,0,0,0
I am interested in advanced Python concepts while attending lectures while i enjoy helping others understand python while attending lectures.,0,1,0,1,0
I am exhausted after practicing MongoDB while building projects however i enjoy solving advanced mongodb problems while building projects.,0,1,0,0,1
I don't enjoy learning Deep Learning anymore while preparing for interviews at the same time i keep getting errors while learning deep learning while preparing for interviews.,1,0,0,0,1
I lose my attention quickly in Algorithms while studying late at night.,1,0,0,0,0
I cannot understand the examples of C while solving assignments.,0,0,1,0,0
I cannot understand the examples of Artificial Intelligence while solving assignments.,0,0,1,0,0
I enjoy exploring new ideas in Blockchain during lab sessions because i cannot stay engaged while learning blockchain during lab sessions.,1,0,0,1,0
I don't understand why my solution is wrong in Docker while solving previous papers.,0,0,1,0,0
I cannot concentrate while learning Python before exams although i cannot solve even simple problems in python before exams.,1,0,0,0,1
I don't understand the syntax of Data Science before exams.,0,0,1,0,0
I feel bored while studying Node.js while studying late at night.,1,0,0,0,0
I don't enjoy learning Git anymore while practicing coding.,1,0,0,0,0
I lose confidence every time I study NLP while reading textbooks.,0,0,0,0,1
I am stressed because of Calculus while studying late at night although i can solve difficult calculus questions while studying late at night.,0,1,0,0,1
I keep getting distracted during Discrete Mathematics during lab sessions.,1,0,0,0,0
I don't understand Compiler Design while completing homework.,0,0,1,0,0
I feel exhausted attending Cyber Security lectures while completing homework while i don't understand the syntax of cyber security while completing homework.,1,0,1,0,0
I feel lazy whenever I open MySQL while writing code however i don't know why mysql is so difficult while writing code.,1,0,0,0,1
I am frustrated with Deep Learning while reading textbooks.,0,0,0,0,1
I completed my AWS assignment successfully before exams.,0,1,0,0,0
I enjoy exploring new ideas in Git before exams.,0,0,0,1,0
I get bored reading Docker books while solving assignments although i am tired of debugging docker while solving assignments.,1,0,0,0,1
I always get confused between similar topics in MySQL while preparing for interviews because i am frustrated with mysql while preparing for interviews.,0,0,1,0,1
I don't feel motivated to study Discrete Mathematics while preparing notes.,1,0,0,0,0
I cannot stay engaged while learning JavaScript while completing homework.,1,0,0,0,0
I am excited to study Java while completing homework however i don't understand java while completing homework.,0,0,1,1,0
I solved all the problems in AWS while writing code.,0,1,0,0,0
I feel sleepy while studying Computer Networks while reading textbooks at the same time i am frustrated with computer networks while reading textbooks.,1,0,0,0,1
I keep failing while practicing Azure while building projects.,0,0,0,0,1
I spent hours studying Cyber Security but still failed while attending lectures.,0,0,0,0,1
I want to master Digital Electronics while debugging because i feel prepared for my digital electronics exam while debugging.,0,1,0,1,0
I am confident in Algorithms while solving assignments while i spent hours studying algorithms but still failed while solving assignments.,0,1,0,0,1
I keep forgetting the concepts of Digital Electronics while solving previous papers.,0,0,1,0,0
I am stressed because of Cyber Security while debugging.,0,0,0,0,1
I want to build projects using Android Development while completing homework.,0,0,0,1,0
I don't like solving Artificial Intelligence problems anymore before exams.,1,0,0,0,0
I want to learn real-world applications of Calculus while preparing notes although i cannot stay engaged while learning calculus while preparing notes.,1,0,0,1,0
I want to know more about Node.js while writing code.,0,0,0,1,0
I want to become an expert in Java while reading textbooks however i wish java was more interesting while reading textbooks.,1,0,0,1,0
I built a complete application using Biology while studying late at night.,0,1,0,0,0
I practice Kubernetes every day while preparing for interviews.,0,1,0,0,0
I can debug Azure programs easily while attending lectures even though i love reading about azure while attending lectures.,0,1,0,1,0
I read the topic many times but still don't understand Docker while studying late at night.,0,0,1,0,0
I wish Kubernetes was more interesting while attending lectures.,1,0,0,0,0
I understand IoT very well while preparing for interviews.,0,1,0,0,0
I feel lazy whenever I open Software Engineering while building projects although i am unable to understand software engineering while building projects.,1,0,1,0,0
I feel exhausted attending Cyber Security lectures while solving previous papers.,1,0,0,0,0
I keep getting distracted during Software Engineering while building projects at the same time i don't know how to start learning software engineering while building projects.,1,0,1,0,0
I keep failing while practicing Kubernetes while preparing for interviews.,0,0,0,0,1
I cannot stay engaged while learning C++ while completing homework but i am tired of debugging c++ while completing homework.,1,0,0,0,1
I keep making the same mistakes in Deep Learning while building projects.,0,0,0,0,1
I feel overwhelmed while studying Biology while preparing for interviews.,0,0,0,0,1
I find Computer Networks extremely difficult while writing code.,0,0,1,0,0
I am not interested in Streamlit anymore while building projects.,1,0,0,0,0
I don't know how to solve Artificial Intelligence while solving previous papers.,0,0,1,0,0
I believe I have mastered Cloud Computing while attending lectures.,0,1,0,0,0
I lose my attention quickly in Computer Vision before exams.,1,0,0,0,0
I feel mentally tired because of Chemistry while writing code.,0,0,0,0,1
I keep getting confused whenever I study Streamlit before exams.,0,0,1,0,0
I can complete Blockchain tasks without help while reading textbooks.,0,1,0,0,0
I cannot understand the logic behind C++ before exams.,0,0,1,0,0
I feel bored while studying Python while attending lectures because i keep failing while practicing python while attending lectures.,1,0,0,0,1
I cannot understand the examples of Ethical Hacking while practicing coding.,0,0,1,0,0
I completed my Software Engineering assignment successfully while solving assignments and i lose confidence every time i study software engineering while solving assignments.,0,1,0,0,1
I like discovering new topics in C++ while solving assignments.,0,0,0,1,0
I want to build innovative solutions using Azure before exams.,0,0,0,1,0
I feel overwhelmed while studying Node.js while preparing notes.,0,0,0,0,1
I am not interested in NLP anymore while reading textbooks.,1,0,0,0,0
I feel prepared for my Kubernetes exam during lab sessions.,0,1,0,0,0
I want to know more about Android Development while preparing notes.,0,0,0,1,0
I don't know where I am making mistakes in IoT while attending lectures.,0,0,1,0,0
I don't feel motivated to study Machine Learning during online classes.,1,0,0,0,0
I feel like giving up on Node.js while debugging.,0,0,0,0,1
I keep getting confused whenever I study Compiler Design while completing homework at the same time i want to become an expert in compiler design while completing homework.,0,0,1,1,0
I completed my AWS assignment successfully while writing code yet i cannot solve even simple problems in aws while writing code.,0,1,0,0,1
I feel mentally tired because of Python before exams.,0,0,0,0,1
I keep forgetting the concepts of Linear Algebra before exams.,0,0,1,0,0
I cannot differentiate the concepts in Computer Architecture while completing homework.,0,0,1,0,0
I cannot understand the examples of Docker while solving previous papers.,0,0,1,0,0
I feel bored while studying AWS during online classes.,1,0,0,0,0
I keep making the same mistakes in DBMS while studying late at night.,0,0,0,0,1
I scored excellent marks in Flutter while solving assignments.,0,1,0,0,0
I feel prepared for my Chemistry exam during lab sessions.,0,1,0,0,0
I want to improve my knowledge in Linear Algebra while debugging.,0,0,0,1,0
I want to explore research in GitHub while attending lectures.,0,0,0,1,0
I cannot complete my Cloud Computing assignment while preparing for interviews while i completed my project using cloud computing successfully while preparing for interviews.,0,1,0,0,1
I keep making the same mistakes in JavaScript while practicing coding.,0,0,0,0,1
I solved all coding challenges in Cloud Computing while debugging.,0,1,0,0,0
I don't know how to start learning Biology while completing homework because i don't know why biology is so difficult while completing homework.,0,0,1,0,1
I don't know how to start learning CSS before exams.,0,0,1,0,0
I get confused every time I practice Computer Networks while debugging at the same time i cannot finish my project using computer networks while debugging.,0,0,1,0,1
I lose confidence every time I study Data Structures while solving previous papers and i built a complete application using data structures while solving previous papers.,0,1,0,0,1
I built a complete application using Machine Learning while building projects.,0,1,0,0,0
I understand Algorithms very well while studying late at night.,0,1,0,0,0
I keep failing while practicing Operating Systems while reading textbooks even though i solved all the problems in operating systems while reading textbooks.,0,1,0,0,1
I feel mentally tired because of CSS while building projects.,0,0,0,0,1
I hate working on Discrete Mathematics while practicing coding.,0,0,0,0,1
I want to understand every concept of Ethical Hacking while attending lectures yet i enjoy solving advanced ethical hacking problems while attending lectures.,0,1,0,1,0
I keep getting distracted during Computer Networks while preparing for interviews.,1,0,0,0,0
I don't know which approach to use in Statistics while debugging however i enjoy solving difficult problems in statistics while debugging.,0,0,1,1,0
I enjoy exploring new ideas in Ethical Hacking while preparing for interviews however i can teach ethical hacking to my friends while preparing for interviews.,0,1,0,1,0
I lose confidence every time I study Data Structures while preparing notes.,0,0,0,0,1
I cannot complete my JavaScript assignment while reading textbooks.,0,0,0,0,1
I feel mentally tired because of Azure while preparing notes.,0,0,0,0,1
I postpone studying Flutter because it feels boring while solving assignments.,1,0,0,0,0
I postpone studying Statistics because it feels boring while solving assignments.,1,0,0,0,0
I enjoy asking questions about Node.js while completing homework.,0,0,0,1,0
I am frustrated with MySQL while reading textbooks.,0,0,0,0,1
I get bored reading Artificial Intelligence books while preparing notes even though i keep failing while practicing artificial intelligence while preparing notes.,1,0,0,0,1
I keep getting confused whenever I study Git while attending lectures.,0,0,1,0,0
I don't enjoy practicing Azure during lab sessions.,1,0,0,0,0
I am exhausted after practicing C while completing homework.,0,0,0,0,1
I enjoy learning JavaScript while preparing notes.,0,0,0,1,0
I don't feel excited about Java while solving previous papers even though i cannot differentiate the concepts in java while solving previous papers.,1,0,1,0,0
I feel comfortable learning Calculus during online classes.,0,1,0,0,0
I cannot understand the logic behind Data Science while debugging.,0,0,1,0,0
I am unable to understand Git while writing code and i am interested in advanced git concepts while writing code.,0,0,1,1,0
I am stressed because of Computer Networks while preparing notes although i enjoy solving advanced computer networks problems while preparing notes.,0,1,0,0,1
I want to build innovative solutions using Algorithms while practicing coding.,0,0,0,1,0
I get confused every time I practice Java while studying late at night.,0,0,1,0,0
I get confused every time I practice HTML while preparing notes even though i want to understand every concept of html while preparing notes.,0,0,1,1,0
I hate working on Software Engineering while completing homework yet i am improving continuously in software engineering while completing homework.,0,1,0,0,1
I find AWS extremely difficult while practicing coding while i am frustrated with aws while practicing coding.,0,0,1,0,1
I am unable to understand Operating Systems while preparing for interviews while i always fail in operating systems while preparing for interviews.,0,0,1,0,1
I want to master Data Structures while practicing coding.,0,0,0,1,0
I keep getting confused whenever I study SQL while solving previous papers.,0,0,1,0,0
I completed my C++ assignment successfully while writing code.,0,1,0,0,0
I solved all the problems in Deep Learning while building projects.,0,1,0,0,0
I am not interested in Azure anymore during online classes yet i feel like giving up on azure during online classes.,1,0,0,0,1
I keep getting confused whenever I study Calculus while attending lectures.,0,0,1,0,0
I don't understand why my solution is wrong in Computer Vision before exams.,0,0,1,0,0
I find React repetitive while preparing notes.,1,0,0,0,0
I read the topic many times but still don't understand Git while debugging.,0,0,1,0,0
I want to build projects using Ethical Hacking while solving previous papers.,0,0,0,1,0
I keep making the same mistakes in Discrete Mathematics while attending lectures.,0,0,0,0,1
I feel completely lost while studying SQL while preparing notes.,0,0,1,0,0
I get confused every time I practice Chemistry before exams.,0,0,1,0,0
I don't know how to solve Software Engineering during lab sessions.,0,0,1,0,0
I feel completely lost while studying Cloud Computing while building projects at the same time i feel like giving up on cloud computing while building projects.,0,0,1,0,1
I spent hours studying Ethical Hacking but still failed before exams even though i built a complete application using ethical hacking before exams.,0,1,0,0,1
I enjoy solving difficult problems in Data Science while preparing notes even though i always get confused between similar topics in data science while preparing notes.,0,0,1,1,0
I cannot solve even simple problems in Compiler Design while attending lectures.,0,0,0,0,1
I don't enjoy learning React anymore while completing homework.,1,0,0,0,0
I worked very hard but still don't understand Compiler Design while writing code.,0,0,0,0,1
I enjoy solving difficult problems in Blockchain while debugging at the same time i don't know which approach to use in blockchain while debugging.,0,0,1,1,0
I want to become an expert in Flutter while debugging.,0,0,0,1,0
I am stressed because of JavaScript while solving assignments.,0,0,0,0,1
I always get confused between similar topics in IoT while studying late at night.,0,0,1,0,0
I completed my project using C++ successfully during lab sessions however i want to participate in competitions related to c++ during lab sessions.,0,1,0,1,0
I feel like giving up on C++ during online classes.,0,0,0,0,1
I keep getting confused whenever I study Physics while attending lectures.,0,0,1,0,0
I can solve difficult Deep Learning questions while writing code.,0,1,0,0,0
I feel prepared for my IoT exam before exams.,0,1,0,0,0
I am tired of debugging Linear Algebra while writing code.,0,0,0,0,1
I can debug CSS programs easily while solving previous papers.,0,1,0,0,0
I enjoy experimenting with Git while studying late at night.,0,0,0,1,0
I want to improve my knowledge in Computer Networks during online classes.,0,0,0,1,0
I spent hours studying C++ but still failed before exams.,0,0,0,0,1
I cannot understand the examples of Computer Architecture while solving assignments.,0,0,1,0,0
I feel comfortable learning Cloud Computing while attending lectures.,0,1,0,0,0
I feel overwhelmed while studying NLP while practicing coding yet i completed my project using nlp successfully while practicing coding.,0,1,0,0,1
I cannot concentrate while learning Physics while practicing coding while i keep making the same mistakes in physics while practicing coding.,1,0,0,0,1
I find Python repetitive while debugging while i cannot complete my python assignment while debugging.,1,0,0,0,1
I cannot understand the logic behind MongoDB while debugging.,0,0,1,0,0
I love reading about Artificial Intelligence while completing homework.,0,0,0,1,0
I completed my project using MySQL successfully while practicing coding although i love reading about mysql while practicing coding.,0,1,0,1,0
I am stressed because of Artificial Intelligence while studying late at night.,0,0,0,0,1
I enjoy experimenting with Data Science while preparing notes.,0,0,0,1,0
I feel prepared for my Software Engineering exam while solving assignments.,0,1,0,0,0
I feel mentally tired because of Software Engineering during online classes even though i practice software engineering every day during online classes.,0,1,0,0,1
I keep getting confused whenever I study Flutter while reading textbooks.,0,0,1,0,0
I hate working on GitHub while practicing coding.,0,0,0,0,1
I want to learn real-world applications of Blockchain during online classes.,0,0,0,1,0
I feel lazy whenever I open React while completing homework.,1,0,0,0,0
I want to explore research in Biology before exams.,0,0,0,1,0
I want to build innovative solutions using Git while completing homework because i practice git every day while completing homework.,0,1,0,1,0
I feel bored while studying Linux during online classes.,1,0,0,0,0
I enjoy experimenting with Streamlit while preparing for interviews.,0,0,0,1,0
I always fail in Node.js before exams.,0,0,0,0,1
I like discovering new topics in Java while writing code because i feel prepared for my java exam while writing code.,0,1,0,1,0
I want to participate in competitions related to Node.js while studying late at night.,0,0,0,1,0
I find Git repetitive during online classes.,1,0,0,0,0
I don't know how to solve Cyber Security while preparing notes.,0,0,1,0,0
I want to become an expert in Azure while studying late at night.,0,0,0,1,0
I like discovering new topics in Docker while building projects although i understand docker very well while building projects.,0,1,0,1,0
I get bored reading HTML books while completing homework.,1,0,0,0,0
I keep getting confused whenever I study IoT during online classes yet i hate working on iot during online classes.,0,0,1,0,1
I am tired of debugging DBMS while building projects.,0,0,0,0,1
I am confident in C++ while debugging although i want to build projects using c++ while debugging.,0,1,0,1,0
I feel mentally tired because of Git while attending lectures.,0,0,0,0,1
I want to master Ethical Hacking while reading textbooks.,0,0,0,1,0
I solved all the problems in Blockchain while preparing notes however i am frustrated with blockchain while preparing notes.,0,1,0,0,1
I postpone studying MongoDB because it feels boring before exams.,1,0,0,0,0
I don't know how to start learning Computer Vision while solving previous papers.,0,0,1,0,0
I lose confidence every time I study Deep Learning while solving previous papers because i believe i have mastered deep learning while solving previous papers.,0,1,0,0,1
I want to participate in competitions related to Python while building projects but i read the topic many times but still don't understand python while building projects.,0,0,1,1,0
I cannot solve even simple problems in Cloud Computing before exams.,0,0,0,0,1
I don't understand Artificial Intelligence during lab sessions.,0,0,1,0,0
I lose interest in Machine Learning while solving assignments even though i always get confused between similar topics in machine learning while solving assignments.,1,0,1,0,0
I feel exhausted attending MySQL lectures while building projects.,1,0,0,0,0
I want to explore research in Android Development while preparing notes.,0,0,0,1,0
I cannot understand the logic behind SQL while solving previous papers.,0,0,1,0,0
I solved all the problems in SQL while practicing coding.,0,1,0,0,0
I worked very hard but still don't understand MySQL during lab sessions.,0,0,0,0,1
I read the topic many times but still don't understand Streamlit while practicing coding.,0,0,1,0,0
I get confused every time I practice Chemistry while preparing for interviews but i hate working on chemistry while preparing for interviews.,0,0,1,0,1
I enjoy helping others understand Algorithms while preparing notes yet i am tired of debugging algorithms while preparing notes.,0,1,0,0,1
I completed my Streamlit assignment successfully while building projects.,0,1,0,0,0
I am exhausted after practicing Artificial Intelligence during lab sessions but i built a complete application using artificial intelligence during lab sessions.,0,1,0,0,1
I keep failing while practicing Computer Architecture while building projects.,0,0,0,0,1
I don't know where I am making mistakes in Docker while preparing for interviews and i hate working on docker while preparing for interviews.,0,0,1,0,1
I want to know more about Linear Algebra during lab sessions.,0,0,0,1,0
I feel prepared for my Azure exam while attending lectures.,0,1,0,0,0
I feel like giving up on MongoDB while practicing coding.,0,0,0,0,1
I believe I have mastered Data Science while attending lectures.,0,1,0,0,0
I am stressed because of Computer Networks while attending lectures.,0,0,0,0,1
I don't understand why my solution is wrong in CSS while solving previous papers.,0,0,1,0,0
I am stressed because of MongoDB while solving assignments although i can complete mongodb tasks without help while solving assignments.,0,1,0,0,1
I can answer any question related to Python before exams.,0,1,0,0,0
I enjoy experimenting with Azure during lab sessions.,0,0,0,1,0
I get confused every time I practice Calculus while studying late at night.,0,0,1,0,0
I postpone studying Computer Architecture because it feels boring while studying late at night at the same time i don't know where i am making mistakes in computer architecture while studying late at night.,1,0,1,0,0
I cannot understand the examples of GitHub while solving previous papers.,0,0,1,0,0
I don't understand the syntax of Discrete Mathematics while practicing coding.,0,0,1,0,0
I don't know where I am making mistakes in Artificial Intelligence while preparing notes even though i want to build innovative solutions using artificial intelligence while preparing notes.,0,0,1,1,0
I worked very hard but still don't understand Android Development during lab sessions.,0,0,0,0,1
I don't understand React while preparing for interviews.,0,0,1,0,0
I spent hours studying Digital Electronics but still failed while solving previous papers.,0,0,0,0,1
I read the topic many times but still don't understand SQL while preparing notes.,0,0,1,0,0
I want to master Azure while writing code.,0,0,0,1,0
I cannot stay focused during Blockchain while solving assignments.,1,0,0,0,0
I feel sleepy while studying Computer Vision during online classes.,1,0,0,0,0
I enjoy solving difficult problems in Flutter while completing homework.,0,0,0,1,0
I want to participate in competitions related to Java while completing homework.,0,0,0,1,0
I cannot stay focused during Chemistry while solving previous papers.,1,0,0,0,0
I don't know how to solve MySQL while completing homework however i love reading about mysql while completing homework.,0,0,1,1,0
I love reading about Linear Algebra during lab sessions.,0,0,0,1,0
I don't enjoy learning Computer Vision anymore while solving assignments.,1,0,0,0,0
I don't understand HTML while solving assignments yet i want to build innovative solutions using html while solving assignments.,0,0,1,1,0
I am frustrated with Cloud Computing while solving previous papers.,0,0,0,0,1
I can solve difficult Data Science questions while solving assignments.,0,1,0,0,0
I don't understand why my solution is wrong in Computer Architecture while building projects.,0,0,1,0,0
I feel sleepy while studying Mathematics while preparing for interviews.,1,0,0,0,0
I cannot differentiate the concepts in Blockchain while solving assignments although i enjoy learning blockchain while solving assignments.,0,0,1,1,0
I feel completely lost while studying Linear Algebra before exams.,0,0,1,0,0
I feel sleepy while studying Git while building projects.,1,0,0,0,0
I understand JavaScript very well while writing code however i keep making the same mistakes in javascript while writing code.,0,1,0,0,1
I am interested in advanced Blockchain concepts during lab sessions.,0,0,0,1,0
I find C repetitive while writing code.,1,0,0,0,0
I spent hours studying Chemistry but still failed while practicing coding.,0,0,0,0,1
I feel completely lost while studying Computer Vision before exams.,0,0,1,0,0
I want to become an expert in CSS while completing homework.,0,0,0,1,0
I don't enjoy learning Linear Algebra anymore while solving previous papers.,1,0,0,0,0
I can complete Operating Systems tasks without help before exams.,0,1,0,0,0
I don't enjoy practicing SQL while attending lectures.,1,0,0,0,0
I keep getting confused whenever I study Android Development during online classes yet i want to become an expert in android development during online classes.,0,0,1,1,0
I postpone studying HTML because it feels boring while reading textbooks.,1,0,0,0,0
I feel overwhelmed while studying Algorithms while solving previous papers.,0,0,0,0,1
I don't know where I am making mistakes in Mathematics while building projects.,0,0,1,0,0
I feel exhausted attending Flutter lectures while solving previous papers.,1,0,0,0,0
I feel completely lost while studying Operating Systems while writing code.,0,0,1,0,0
I don't understand Chemistry while solving previous papers.,0,0,1,0,0
I feel overwhelmed while studying Ethical Hacking during online classes.,0,0,0,0,1
I feel prepared for my Machine Learning exam during online classes.,0,1,0,0,0
I cannot differentiate the concepts in AWS while preparing for interviews.,0,0,1,0,0
I keep failing while practicing Computer Architecture while completing homework although i can solve difficult computer architecture questions while completing homework.,0,1,0,0,1
I don't understand why my solution is wrong in Azure during lab sessions.,0,0,1,0,0
I want to participate in competitions related to Cloud Computing while practicing coding however i feel exhausted attending cloud computing lectures while practicing coding.,1,0,0,1,0
I solved all the problems in NLP while solving previous papers.,0,1,0,0,0
I scored excellent marks in Computer Networks during lab sessions.,0,1,0,0,0
I feel mentally tired because of Kubernetes while solving assignments.,0,0,0,0,1
I can solve difficult Python questions during lab sessions.,0,1,0,0,0
I believe I have mastered Ethical Hacking while preparing for interviews.,0,1,0,0,0
I lose my attention quickly in AWS while writing code at the same time i am tired of debugging aws while writing code.,1,0,0,0,1
I feel bored while studying Algorithms before exams.,1,0,0,0,0
I feel comfortable learning Mathematics during online classes.,0,1,0,0,0
I want to explore research in Algorithms while attending lectures.,0,0,0,1,0
I don't know how to solve NLP while attending lectures.,0,0,1,0,0
I am interested in advanced AWS concepts while building projects although i understand aws very well while building projects.,0,1,0,1,0
I wish Computer Networks was more interesting before exams yet i don't understand computer networks before exams.,1,0,1,0,0
I keep getting distracted during JavaScript while studying late at night yet i keep getting confused whenever i study javascript while studying late at night.,1,0,1,0,0
I don't know how to solve JavaScript while debugging.,0,0,1,0,0
I read the topic many times but still don't understand Chemistry while completing homework because i enjoy solving difficult problems in chemistry while completing homework.,0,0,1,1,0
I read the topic many times but still don't understand Biology while completing homework.,0,0,1,0,0
I postpone studying Data Science because it feels boring while attending lectures.,1,0,0,0,0
I can complete Flutter tasks without help while building projects.,0,1,0,0,0
I want to participate in competitions related to Discrete Mathematics while practicing coding even though i don't enjoy practicing discrete mathematics while practicing coding.,1,0,0,1,0
I cannot concentrate while learning Data Science during online classes.,1,0,0,0,0
I get confused every time I practice IoT while completing homework.,0,0,1,0,0
I find C repetitive while studying late at night because i keep forgetting the concepts of c while studying late at night.,1,0,1,0,0
I keep getting distracted during Physics while solving assignments even though i hate working on physics while solving assignments.,1,0,0,0,1
